surfing	AGENT surfing PATH using TOOL at PLACE
shushing	AGENT shushes TARGET at PLACE
phoning	AGENT phones using TOOL at PLACE
chasing	AGENT chases CHASEE at PLACE
shedding	AGENT sheds OBJECT at PLACE
scoring	AGENT scores at PLACE
aiming	AGENT aims ITEM at TARGET at PLACE
weighing	AGENT weighs MASS with TOOL at PLACE
calling	AGENT calls using TOOL at PLACE
sprinkling	AGENT sprinkles ITEM from SOURCE onto DESTINATION at PLACE
puffing	AGENT puffed SUBSTANCE through DEVICE at PLACE
educating	TEACHER educates STUDENT on SUBJECT at PLACE
scrunching	AGENT scrunches their ITEM at ADDRESSEE at PLACE
gasping	AGENT gasping at PLACE
handcuffing	AGENT handcuffs VICTIM at PLACE
guarding	AGENT guards ITEM with WEAPON at PLACE
winking	AGENT winks at ADDRESSEE at PLACE
waiting	AGENT waits at PLACE
plowing	AGENT plowing with INSTRUMENT at PLACE
extinguishing	AGENT extinguishes ITEM using TOOL at PLACE
buckling	AGENT buckles ITEM  using FASTENER into CONTAINER at PLACE
offloading	AGENT offloads ITEM from SOURCE using TOOL at PLACE
confining	AGENT confines PRISONER to CONTAINER at PLACE
guiding	AGENT guides GUIDED at PLACE
delivering	AGENT delivers ITEM to RECEIVER using VEHICLE at PLACE
applying	AGENT applying SUBSTANCE to DESTINATION using TOOL at PLACE
pouncing	AGENT pounces onto DESTINATION at PLACE
stampeding	AGENT stampede at PLACE
spraying	AGENT sprays SUBSTANCE onto DESTINATION from SOURCE using TOOL at PLACE
baptizing	AGENT baptizes BAPTIZED at PLACE
uncapping	AGENT uncaps ITEM with TOOL at PLACE
sweeping	AGENT sweeps SURFACE with BRUSH at PLACE
drenching	AGENT drenching DRENCHEDITEM with LIQUID using TOOL at PLACE
unrolling	AGENT unrolls ITEM at PLACE
squiting	AGENT squirts SUBSTANCE at DESTINATION from SOURCE at PLACE
radioing	AGENT radios using TOOL at PLACE
blossoming	AGENT blossoms at PLACE
preaching	AGENT preaches to ADDRESSEE at PLACE
bothering	AGENT bothers VICTIM by doing ACTION at PLACE
foraging	AGENT forages for ITEM at PLACE
packaging	AGENT packages ITEM at PLACE
attacking	AGENT attacks VICTIM using WEAPON at PLACE
kneeling	AGENT kneels on CONTACT at PLACE
building	AGENT builds GOALITEM from COMPONENTS using TOOL at PLACE
inflating	AGENT inflates OBJECT using TOOL at PLACE
dining	AGENT dined on FOOD at PLACE
moistening	AGENT moistens ITEM with LIQUID at PLACE
signaling	AGENT signals MESSAGE to RECIPIENT using TOOL at PLACE
brawling	AGENT brawls at PLACE
pouting	AGENT pouts at PLACE
whirling	AGENT whirls at PLACE
scooping	AGENT scooping ITEM from SOURCE using TOOL at PLACE
ignoring	AGENT ignores BORINGTHING at PLACE
encouraging	AGENT encourages RECIEVER at PLACE
coughing	AGENT coughs at PLACE
cheerleading	AGENT cheerleads for SUPPORTED at PLACE
gluing	AGENT glues ITEM to GOAL with CONNECTOR at PLACE
raining	rains at PLACE
tearing	AGENT tears ITEM with TOOL at PLACE
fording	AGENT fords using TOOL at PLACE
scavanging	AGENT scavenges for ITEM at PLACE
squinting	AGENT squints at ITEM at PLACE
smiling	AGENT smiles at PLACE
closing	AGENT closes ITEM with AGENTPART at PLACE
illustrating	AGENT illustrates ILLUSTRATION on DESTINATION using INSTRUMENT at PLACE
trimming	AGENT trimming ITEMPART of ITEM with TOOL at PLACE
wetting	AGENT wets OBJECT with LIQUID using TOOL at PLACE
prying	AGENT pries ITEM from FROM using TOOL at PLACE
opening	AGENT opens ITEM with TOOL at PLACE
talking	AGENT talks to LISTENER in MANNER at PLACE
scratching	AGENT scratches OBJECT using TOOL at PLACE
photographing	AGENT photographes ITEM with TOOL at PLACE
sprinting	AGENT sprints at PLACE
tripping	AGENT trips over ITEM onto DESTINATION at PLACE
recuperating	AGENT recuperates at PLACE
pouring	AGENT pours SUBSTANCE from SOURCE to DESTINATION with TOOL at PLACE
crumpling	AGENT crumples ITEM into RESULT at PLACE
skipping	AGENT skips over OBSTACLE at PLACE
trashing	AGENT trashes GARBAGE in DESTINATION at PLACE
milking	AGENT milks SOURCE with TOOL into DESTINATION at PLACE
wallpapering	AGENT wallpapers DESTINATION with TOOL at PLACE
nuzzling	AGENT nuzzles ITEM at PLACE
uncorking	AGENT uncorks CONTAINER using TOOL at PLACE
microwaving	AGENT microwaves FOOD in CONTAINER at PLACE
stretching	AGENT stretching ITEM at PLACE
protesting	AGENT protests at PLACE
arranging	AGENT arranges ITEM with TOOL at PLACE
lighting	AGENT lights ITEM on fire using TOOL at PLACE
riding	AGENT rides then VEHICLE at PLACE
praying	AGENT prays at PLACE
sowing	AGENT sows with TOOL at PLACE
sealing	AGENT seals ITEM with SEALANT at PLACE
slipping	AGENT slips onto DESTINATION at PLACE
peeing	AGENT peeing in TARGET at PLACE
disembarking	AGENT disembarks from VEHICLE at PLACE
mopping	AGENT mopping SURFACE at PLACE
washing	AGENT washes ITEM of DIRT using TOOL at PLACE
massaging	AGENT massages COAGENTPART of COAGENT at PLACE
shredding	AGENT shreds ITEM using TOOL at PLACE
complaining	AGENT complains to LISTENER at PLACE
displaying	AGENT displays ITEM to TARGET using TOOL at PLACE
grabing	AGENT grabs ENTITY at PLACE
nuggzling	AGENT nuzzles ITEM at PLACE
carving	AGENT carved SUBSTANCE with TOOL at PLACE
folding	AGENT folds CLOTH into SHAPE at PLACE
swooping	AGENT swooping at PLACE
affixing	AGENT affixes ITEM to TARGET using TOOL at PLACE
grimacing	AGENT grimaced because of CAUSE at PLACE
glaring	AGENT glares at PERCEIVER at PLACE
puckering	AGENT puckers AGENTPART at PLACE
stooping	AGENT stooping at PLACE
splashing	AGENT splashes DESTINATION with SUBSTANCE using TOOL at PLACE
mourning	MOURNER mourns at PLACE
selling	SELLER sells ITEM to BUYER at PLACE
pruning	AGENT prunes REMOVEDITEM from SOURCE using TOOL at PLACE
spitting	AGENT spits ITEM on TARGET at PLACE
parading	AGENT parades at PLACE
stroking	AGENT stroking OBJECT on PART at PLACE
pufffing	AGENT puffed SUBSTANCE through DEVICE at PLACE
